score_OVERALL UNIVERSITY RATING,score_Job Prospects,score_Course and Lecturers,score_Uni Facilities,score_Student Support,score_Do you think your time at university this year has been value for money?,score_Students' Union,score_Accommodation,score_Local life,score_Societies and Sports,name,date,degree,reviews,reviews_lem,reviews_lem_short,University
5.0,5.0,4.0,4.0,5.0,,4.0,5.0,3.0,4.0,Student Reviewer,22 Feb 15,Chemistry MChem (Hons)," So, so happy I chose to firm Warwick! I love the campus, the diverse student body...everything! The university is perfect for students who don't want to live amidst the hustle-bustle of the city, and like the idea of being in a 'student cocoon' whilst studying! Coventry as a city isn't the prettiest, but neighbouring Leamington Spa, is lovely to visit!  There's no other way to put it, employers love Warwick graduates, as we're equipped with the best skills as well as intellect (but we're not just able to regurgitate reems of knowledge!).",happy choose firm warwick love campus diverse student body everything university perfect student n't want live amidst hustle-bustle city idea 'student cocoon whilst study coventry city n't pretty neighbour leamington spa lovely visit 's way put employer love warwick graduate 're equip best skill well intellect 're able regurgitate reems knowledge,happy warwick campus diverse student body everything university perfect student hustle-bustle city idea 'student cocoon whilst coventry city pretty leamington spa way employer warwick graduate best skill intellect able reems knowledge,warwick
4.0,5.0,4.0,2.0,4.0,,4.0,5.0,2.0,4.0,Student Reviewer,22 Feb 15,Psychology BSc (Hons)," Amazing atmosphere on Campus, such a beautiful place, lectures are engaging and committed to helping. Real community feel and plenty to do all the time, good reputation and Leamington Spa is close by so nice to have that Great reputation among employers, good careers advice service too Study areas can sometimes be a bit crowded, hard to find somewhere suitable to work A lot of student support available, well run! Absolutely loved living in halls, not much 3rd year accommodation but amazing first year Campus uni so not near a city, bit of a downside Amazing range of choice! ",amaze atmosphere campus beautiful place lecture engage commit help real community feel plenty time good reputation leamington spa close nice great reputation employer good career advice service study area sometimes bit crowded hard find somewhere suitable work lot student support available well run absolutely love living hall much year accommodation amaze first year campus uni city bit downside amazing range choice,campus beautiful place lecture real community feel plenty time good reputation leamington spa close nice great reputation employer good career advice service study area bit crowded hard suitable lot student support available living hall year accommodation first year campus uni city bit downside amazing range choice,warwick
4.0,5.0,4.0,4.0,5.0,,3.0,4.0,3.0,5.0,Student Reviewer,22 Feb 15,Civil Engineering MEng (Hons)," Strong reputation for job seeking
General driven mentality for success emanates through university
Good variety of sports clubs and societies
Distinctly average range of social venues (pubs and clubs)
Expensive facilities on campus
Library very busy and getting increasingly worse through time here
Constant developments on campus very disruptive and an eye sore Excellent support structure
Multiple events Some teaching of good quality, other times extremely poor. Generally good Good but getting busy. A nightmare around exam and deadline times Lots available Expensive. Only one night a week (Pop!) and one off events worth going to. Perfectly adequate, rather pricey  Campus uni, Leamington a pleasant environment to live in and commute from Large variety
Time in the lacrosse club made the university experience ",strong reputation job seek general driven mentality success emanates university good variety sport club society distinctly average range social venue pub club expensive facility campus library busy get increasingly bad time constant development campus disruptive eye sore excellent support structure multiple event teaching good quality time extremely poor generally good good get busy nightmare exam deadline time lot available expensive night week pop event worth go perfectly adequate rather pricey campus uni leamington pleasant environment live commute large variety time lacrosse club make university experience,strong reputation job general driven mentality success emanates university good variety sport club society distinctly average range social venue pub club expensive facility campus library busy bad time constant development campus disruptive eye sore excellent support structure multiple event teaching good quality time poor good good busy nightmare exam deadline time lot available expensive night week pop event worth perfectly adequate pricey campus uni leamington pleasant environment commute large variety time lacrosse club university experience,warwick
5.0,5.0,4.0,5.0,5.0,,4.0,4.0,2.0,3.0,Student Reviewer,22 Feb 15,Mathematics MMath," I'm satisfied with the majority of my experiences at university. The campus is good with a range of scenery and services so even though it's quite far away from other places, you don't need to leave. I feel like I had a fair amount of help available with my course although I don't think we were encouraged to make the most of it Very good at getting students into jobs Lecturers vary. Some amazing but others could improve Good communication with students. Offer a fair range of activities, events and services Range of prices on campus but quality massively various.  Transport is quite an issue Good variety although the culture within sports clubs isn't culturally appealing to all",'m satisfied majority experience university campus good range scenery service even 's quite far away place n't need leave feel fair amount help available course n't think encourage make good get student job lecturer vary amazing others improve good communication student offer fair range activity event service range price campus quality massively various transport quite issue good variety culture sport club n't culturally appeal,satisfied majority experience university campus good range scenery service place fair amount help available course good student job lecturer amazing others good communication student fair range activity event service range price campus quality various transport issue good variety culture sport club,warwick
4.0,5.0,5.0,4.0,3.0,,1.0,4.0,5.0,4.0,Student Reviewer,16 Dec 14,Film and Literature BA (Hons)," A very campus-centre uni that offers the full experience of nightlife, sociability and the learning side of everything too. Good facilities, and outstanding teachers at the forefront of research. Loads of career-centred activities and fairs on all the time, graduate employers directly come onto campus and seek out Warwick students and loads of people secure internships, work experience placements and much more just because they have attended the university. Love my course, my favourite part of the experience. Teachers are so knowledgeable and you know you are being taught by the pioneers of the study of Film. They expect high levels of commitment but you know you're getting a worthwhile degree out of it; it's not a joke course but something that these teachers are fully invested in and they really care about your contributions to seminars.  Library is amazing but never enough space; the actual book lending part cannot be beaten, they have such a fantastic range of interesting and relevant books! If you had time and you really liked your course, there's loads to choose from and I have found the library the number one most helpful thing in regards to revision and essay writing obviously. Only issue is that they should patrol people in there because so many sit on Facebook and take up a space that someone could use to actually work... However, learning grids are all great too, there's loads of places to drink/eat (expensive though..would suggest not eating on campus) and the facilities like kitchens and toilets are always really clean. It's okay, some people are really helpful when you have issues but at other times they are not so good. No point ever trying to raise a complaint to the SU as they do not take you seriously and don't try to help. Also NEVER use Warwick Accommodation to get your house after you move off campus! Worst people ever, do not trust them or believe them, they refuse to sort out any house issues and avoid and avoid emails and phone calls and squirm out of all responsibilities. They sort no house damage or structural damage, will not repair anything, do not give inventories and couldn't even bill us on time. DO NOT GET YOUR HOUSE WITH THEM. Not worth it, too expensive and the nightlife is better outside of campus. However the actual SU in terms of the team are really great and take care of issues quickly and efficiently. Also, the SU releases random statements boycotting/against certain things and not others... not the most representative democratic situation. Good, not amazing but it all depends how much you want to pay; cheaper rooms like the ones I stayed in were fine for my needs, sharing a bathroom WAS SO EASY and NOTHING to be scared of! I paid £91 a week and had a friend paying £134 a week just for the en suite...not worth it, save your money and just cope with sharing the bathrooms as it isn't the end of the world. All amenities worked really well, hot water, electricity, heating etc was never a problem. Any issues and security would come over really fast so sort it. I love Leamington Spa which is where I live as a 2nd year currently. Pretty town, very safe, and loads to do. I am from a city so it's nice to be near something that is like home. Shopping is awesome (sorry bank account) and the local family owned shops are great. No complaints about prices either, you can't beat the student discounts in Leamington, with drinks at 75p a shot and take outs etc all taking into account the student population. Loads of family areas too, so not just all student-y. Film Society is really good so far, such a big range of things to join so you won't be short of choice. Everyone is kind and welcoming even if you want to start something new. However, would say sports societies are not welcoming and are elitist, no such thing as just joining a sport for a laugh or to try it at Warwick as they are so cliquey and do 'initiations' in which people who want to join have to do stuff like strip off and drink or eat curry powder etc... would rather not, thanks. However normal societies are great and arrange loads of trips/events and stuff. They seem to be really accepting of all types of people no matter what beliefs/religion/race etc, never ever encountered any problems, and they arrange events that cater to both people that do and don't drink/enjoy clubbing.",campus-centre uni offer full experience nightlife sociability learning side everything good facility outstanding teacher forefront research load career-centred activity fair time graduate employer directly come campus seek warwick student load people secure internship work experience placement much attend university love course favourite part experience teacher knowledgeable know teach pioneer study film expect high level commitment know 're get worthwhile degree 's joke course something teacher fully invest really care contribution seminar library amaze never enough space actual book lend part beat fantastic range interesting relevant book time really like course 's load choose find library number helpful thing regard revision essay write obviously issue patrol people many sit facebook take space someone use actually work however learn grid great 's load place drink/eat expensive .. suggest eat campus facility kitchen toilet always really clean 's okay people really helpful issue time good point ever try raise complaint su take seriously n't try help also never use warwick accommodation get house move campus worst people ever trust believe refuse sort house issue avoid avoid email phone call squirm responsibility sort house damage structural damage repair anything give inventory n't even bill time get house expensive nightlife well campus however actual su term team really great take care issue quickly efficiently also su release random statement boycotting/against certain thing others representative democratic situation good amaze depend much want pay cheap room one stay fine need share bathroom easy nothing scar pay week friend pay week en suite save money cope share bathroom n't end world amenity work really well hot water electricity heat etc never problem issue security come really fast sort love leamington spa live year currently pretty town safe load city 's nice something home shopping awesome sorry bank account local family own shop great complaint price n't beat student discount leamington drink shot take out take account student population load family area student-y film society really good far big range thing join n't short choice everyone kind welcome even want start something new however say sport society welcome elitist thing join sport laugh try warwick cliquey 'initiations people want join stuff strip drink eat curry powder etc rather thanks however normal society great arrange load trips/events stuff seem really accept type people matter beliefs/religion/race etc never ever encounter problem arrange event cater people n't drink/enjoy club,campus-centre uni full experience nightlife sociability learning side everything good facility outstanding teacher forefront research load career-centred activity fair time graduate employer campus warwick student load people secure internship work experience placement university course favourite part experience teacher knowledgeable pioneer study film high level commitment worthwhile degree joke course something teacher contribution seminar library space actual book part fantastic range interesting relevant book time course load library number helpful thing regard revision issue people many sit facebook space someone grid great load place expensive .. campus facility kitchen toilet clean okay people helpful issue time good point complaint su never warwick accommodation house campus worst people house issue avoid email phone call responsibility house damage structural damage anything inventory bill time house expensive nightlife campus actual su term team great care issue su random statement certain thing others representative democratic situation good much cheap room one fine need bathroom easy nothing week friend week en suite money bathroom end world amenity hot water electricity etc problem issue security leamington spa year pretty town safe load city nice something home shopping awesome sorry bank account local family shop great complaint price student discount leamington drink shot out account student population load family area student-y film society good big range thing short choice everyone kind something new sport society elitist thing sport laugh warwick cliquey 'initiations people stuff strip curry powder etc thanks normal society great arrange load trips/events stuff type people matter beliefs/religion/race etc problem event people,warwick
3.0,3.0,2.0,3.0,2.0,,4.0,3.0,3.0,3.0,Student Reviewer,07 Dec 14,Psychology BSc (Hons)," Good uni overall, but there are a few things they fail to do. Lack of stress on volunteer experiences/work experience, promise student mentors but have never met any on my course. However, it's a very picturesque campus and a good place to be. Not necessarily a good uni for all subjects - they place a lot of emphasis and invest more into science subjects. Fail to stress the importance of getting work experience. You only get info if you actively seek it. More academically based, rather than focused on how you can use your degree once you're done. Not a particularly good uni for psychology - a lot more investment in other areas. However, have a good range of courses and allow outside modules. Lecturers are not always engaging unfortunately and some tend to just read off slides which is not an interesting way to learn. Lots of useful working areas. Sometimes hard to know which person you need to contact for different things. Has all the essentials. Pretty varied. There are some good accommodations, but the uni is also half maintaining some accommodations which they've previously said they're going to knock down.  It's a campus, but buses make it easier to go to Leamington/Coventry.  Wide range.",good uni overall thing fail lack stress volunteer experiences/work experience promise student mentor never meet course however 's picturesque campus good place necessarily good uni subject place lot emphasis invest science subject fail stress importance get work experience get info actively seek academically base rather focus use degree 're do particularly good uni psychology lot investment area however good range course allow outside module lecturer always engage unfortunately tend read slide interesting way learn lot useful work area sometimes hard know person need contact different thing essential pretty vary good accommodation uni also half maintain accommodation 've previously say 're go knock 's campus bus make easy go leamington/coventry wide range,good uni overall thing stress volunteer experiences/work experience student mentor course picturesque campus good place good uni subject lot emphasis science subject fail importance work experience info degree good uni psychology lot investment area good range course outside module lecturer slide interesting way lot useful area hard person different thing essential pretty good accommodation uni half accommodation campus bus easy leamington/coventry wide range,warwick
4.0,4.0,3.0,5.0,5.0,,4.0,5.0,4.0,5.0,Student Reviewer,10 Nov 14,"Mathematics, Operational Research, Statistics and Economics (MORSE) MMorse"," It's really good fun but a bit too much work! I would like to enjoy the social aspects of my first year more... The library is good as there's areas where you can talk and quiet areas for when you need to work! would recommend Warwick for sure! Hopefully, relatively easy.... maybe..... The people are really friendly and some of the lecturers are great. Some are a little bit boring though! Great facilities overall. The gym is basically brand new and they're always building new stuff all over campus! The health service is good as long as you book in advance, and the mentor scheme the uni operates is also worth doing. The club is pretty good. Its two floors with 3 bars. However it could be a little cheaper. And it could be open a bit later!! Good value, en-suite, decent room size and fairly cheap. A larger fridge and also a larger kitchen might have been nice in hindsight! My favourite thing to do is go on pub crawls, which happen fairly regularly! Floorball, Big Band, MORSE society",'s really good fun bit much work like enjoy social aspect first year library good 's area talk quiet area need work recommend warwick sure hopefully relatively easy .... maybe ..... people really friendly lecturer great little bit boring great facility overall gym basically brand new 're always build new stuff campus health service good long book advance mentor scheme uni operate also worth club pretty good floor bar however little cheap open bit later good value en-suite decent room size fairly cheap large fridge also large kitchen nice hindsight favourite thing go pub crawl happen fairly regularly floorball big band morse society,good fun much work social aspect first year library good area quiet area warwick sure hopefully easy .... people friendly lecturer great little bit boring great facility gym brand new new stuff campus health service good book advance mentor uni worth club good floor bar little cheap bit good value en-suite decent room size cheap large fridge large kitchen nice hindsight favourite thing pub crawl floorball big band morse society,warwick
4.0,4.0,4.0,3.0,3.0,,4.0,4.0,2.0,3.0,Student Reviewer,10 Nov 14,"Economics, Politics and International Studies BA (Hons)"," I'm enjoying my time here at Warwick. Housemates are all great and my course is going ok. My accommodation is pretty close to all the main facilities (of which their are lots). Loads of options for stuff to do in your down time e.g sports, clubs, societies, bars, club etc... Hopefully it should be fairly easy. Warwick is supposed to be good for that kind of thing! I'll have to wait and see though. The best thing about my course is the seminars. They're taught in small groups so they're great for understanding the topic. Lecturers are good aswell. The facilities are great. Unfortunately, I can't afford to use them because things like the gym are so expensive. So I guess that's what could be improved! I haven't used any of these services but I'm sure they're fine. I've heard good things. The terrace bar, the dirty duck, the bread oven and copper rooms are all sound. Been out a load of times and enjoyed myself. Accommodation is good if not a little expensive. Rooms are a tad small but they're en-suite so I can't complain. There is no city really, its a campus. There's coventry and leamington which are ok. I have not joined any clubs or societies",'m enjoy time warwick housemate great course go ok. accommodation pretty close main facility lot load option stuff time e.g sport club society bar club etc hopefully fairly easy warwick suppose good kind thing wait see best thing course seminar 're teach small group 're great understand topic lecturer good aswell facility great unfortunately n't afford use thing gym expensive guess 's improve n't use service 'm sure 're fine 've hear good thing terrace bar dirty duck bread oven copper room sound load time enjoy accommodation good little expensive room tad small 're en-suite n't complain city really campus 's coventry leamington ok join club society,time warwick housemate great course ok. accommodation close main facility lot load option stuff time e.g sport club society bar club etc hopefully easy warwick good kind thing best thing course seminar small group great topic lecturer good aswell facility great thing gym expensive service sure fine good thing terrace bar dirty duck bread copper room sound load time accommodation good little expensive room tad small en-suite city campus coventry leamington ok club society,warwick
4.0,5.0,4.0,5.0,5.0,,5.0,5.0,1.0,1.0,Student Reviewer,09 Nov 14,Chemistry BSc (Hons)," It was a bit overwhelming at first. But I'm starting to feel more comfortable here. There could be more on offer to help us through the jump. Other than that people are really nice and halls are also well kept and modern. Hopefully really easy, because it's a great university for chemistry. I enjoy tutorials. They are helpful. Great time to ask questions and also to get to know people on the course. The facilities are great, modern and central. I can't think of anything to improve. My personal tutor's been really helpful. There is also a student support hotline and resident tutors. They are also good although I haven't had much experience with them. There's a good atmosphere at the SU. It feels safe as there is a lot of security. There's also quite a lot of varied entertainment. I think it is good value as you get a lot for what you pay. It's in a very central place as well, although some halls are quite far away (Westwood). NA (there is no city) NA (I have not joined any clubs or societies)",bit overwhelm first 'm start feel comfortable offer help jump people really nice hall also well keep modern hopefully really easy 's great university chemistry enjoy tutorial helpful great time ask question also get know people course facility great modern central n't think anything improve personal tutor really helpful also student support hotline resident tutor also good n't much experience 's good atmosphere su feel safe lot security 's also quite lot varied entertainment think good value get lot pay 's central place well hall quite far away westwood na city na join club society,bit first comfortable offer jump people nice hall hopefully great university chemistry tutorial helpful great time question people course facility great modern central anything personal tutor helpful student support hotline resident tutor good much experience good atmosphere su safe lot security lot varied entertainment good value lot central place hall westwood na city na club society,warwick
2.0,1.0,3.0,2.0,3.0,,3.0,3.0,2.0,3.0,Student Reviewer,09 Nov 14,Economics BSc (Hons)," My course is harder than I thought and is frequently too much work, doesn't leave a lot of time to have fun. The SU is ok but could be better. Accommodation/costcutter is way too expensive. Also there's no city. Job prospects are only good if you get a decent grade and I don't feel like my course is going to allow for that. Seminars are the best thing about my course. They give you an opportunity to discuss things you're unsure of and go over difficult topics. I enjoy the sports halls and squash courts. I didn't get gym membership because it was too expensive, so I guess that could be improved. My personal tutor has been helpful with a difficult course, and some of the careers talks and events are quite useful sometimes. The student union is ok for opportunities with various clubs, but there's no stand out great night and the drinks can be expensive if you want to order something a bit different. This is difficult to judge, I'm not sure what represents 'good value' but the rooms are nice and they're en-suite so that is a plus. I like to go out to clubs etc.. WFS, WBS, Rowing",course hard think frequently much work n't leave lot time fun su ok good accommodation/costcutter way expensive also 's city job prospect good get decent grade n't feel course go allow seminar best thing course give opportunity discuss thing 're unsure go difficult topic enjoy sport hall squash court n't get gym membership expensive guess improve personal tutor helpful difficult course career talk event quite useful sometimes student union ok opportunity various club 's stand great night drink expensive want order something bit different difficult judge 'm sure represent value room nice 're en-suite plus like go club .. wfs wb row,course hard much work lot time fun su ok good accommodation/costcutter way expensive city job prospect good decent grade course seminar best thing course opportunity thing unsure difficult topic sport hall squash court gym membership expensive personal tutor helpful difficult course career talk event useful student union ok opportunity various club stand great night drink expensive order something bit different difficult sure value room nice en-suite plus .. wfs wb,warwick
4.0,5.0,2.0,5.0,5.0,,4.0,4.0,3.0,5.0,Student Reviewer,09 Nov 14,Sociology BA (Hons)," It's great!! Make sure you branch out from campus and go to Leamington/Coventry for nights out. The SU is good but there's loads of other places to go. Also leamington is quite good for shopping :) The uni is well respected so I don't feel like getting a job will be horribly difficult! There's also good careers services (so I'm told). To be honest my course is not what I expected. It's a lot harder than I thought and it's fairly intense. Would have picked something different in hindsight. Very good- there's nothing that isnt on campus. There's a gym, club, costcutter, costa and sports centre. Nothing I would improve off the top of my head! We're each allocated a personal tutor who is really helpful with academic issues. Overall the student's union is good. Pop is a really good night on a wednesday especially if you go with your sports team and circle. Very good accommodation! Although apparently JM3 has not been refurbished like the others. The location is great! close to the SU and shops. I like to go to Kasbah in coventry and clubs/bars. CMD, Sociology",'s great make sure branch campus go leamington/coventry night su good 's load place go also leamington quite good shopping uni well respect n't feel get job horribly difficult 's also good career service 'm told honest course expect 's lot hard think 's fairly intense pick something different hindsight good- 's nothing isnt campus 's gym club costcutter costa sport centre nothing improve top head 're allocate personal tutor really helpful academic issue overall student union good pop really good night wednesday especially go sport team circle good accommodation apparently jm3 refurbish others location great close su shop like go kasbah coventry clubs/bars cmd sociology,great make sure campus leamington/coventry night su good load place leamington good shopping uni job difficult good career service told honest course lot hard intense something different hindsight good- nothing isnt campus gym club costcutter costa sport centre nothing top head personal tutor helpful academic issue student union good pop good night wednesday sport team circle good accommodation jm3 others location great close su shop kasbah coventry clubs/bars cmd sociology,warwick
5.0,4.0,5.0,4.0,5.0,,5.0,5.0,3.0,5.0,Student Reviewer,09 Nov 14,Engineering BEng (Hons)," Although my course has been pretty intense, Warwick's been great. It's always eventful and everyone here is awesome! Love all the socials and feel like there's a good work/life balance if you do it right. Haven't really experienced much of this yet as I'm a first year, but from what I've heard job prospects are good at Warwick, and I like to think finding a job will be very doable. The best thing about my course is the great variety of modules on offer. Wish we had another fridge in our kitchen! Other than that facilities are great. The campus itself is a really nice place to hang out. Careers services are great. There's also things like nightline and student support officers. Also each kitchen has a resident tutor to sort out any problems. The SU is great. Lots of different events on and great variety. If you go at the right time, there's good drinks deals to be had as well. Terrace bar is good. Accommodation is nice and fairly good value. Good services such as cleaners and nearby facilities for laundry, doctors, shops etc... Its a campus uni but there's leamington and coventry. My favourite thing to do in the city is to go to house parties. Engineering, Finance",course pretty intense warwick great 's always eventful everyone awesome love social feel 's good work/life balance right n't really experienced much yet 'm first year 've hear job prospect good warwick like think find job doable best thing course great variety module offer wish fridge kitchen facility great campus really nice place hang career service great 's also thing nightline student support officer also kitchen resident tutor sort problem su great lot different event great variety go right time 's good drink deal well terrace bar good accommodation nice fairly good value good service cleaner nearby facility laundry doctor shop etc campus uni 's leamington coventry favourite thing city go house party engineering finance,course intense warwick great eventful everyone awesome social good work/life balance experienced first year job prospect good warwick job doable best thing course great variety module offer wish fridge kitchen facility great campus nice place career service great thing nightline student support officer kitchen resident tutor problem su great lot different event great variety right time good drink deal terrace bar good accommodation nice good value good service cleaner nearby facility laundry doctor shop campus uni leamington coventry favourite thing city house party engineering finance,warwick
5.0,5.0,4.0,5.0,4.0,,4.0,4.0,3.0,5.0,Student Reviewer,09 Nov 14,Law LLB," Everything has been great so far. Great nightlife even though I wasn't expecting it, and loads of things to do during the day when you're not working. The library is great as is the sports facilities. Loving my time here!!!!!! Employability and networking opportunities are great here. So, I think it will be fairly easy. The best thing about my course is the Tort Law lecturer, Paul Raffield. He's great!  Great! Also, everything is in close proximity so you're a stones throw away from all the sporting facilities and academic facilities. Everything is great. I've had a few encounters with Warwick's student finance as they were not very co-operative or helpful. It's really good. A nice setup and occasionally hosts really good nights. It's a shame so many of the nights aren't great, but I suppose there needs to be something different for everyone. Great rooms and kitchen. Would be great if we had another fridge as we only have half a shelf. Also a washing machine and internal laundrette would be ideal. My favourite thing to do is go to Wagamamas. Law and Philosophy",everything great far great nightlife even n't expect load thing day 're work library great sport facility love time employability networking opportunity great think fairly easy best thing course tort law lecturer paul raffield 's great great also everything close proximity 're stones throw away sporting facility academic facility everything great 've encounter warwick student finance co-operative helpful 's really good nice setup occasionally host really good night 's shame many night n't great suppose need something different everyone great room kitchen great fridge shelf also washing machine internal laundrette ideal favourite thing go wagamamas law philosophy,everything great great nightlife load thing day library great sport facility time employability networking opportunity great easy best thing course tort law lecturer paul raffield great great everything close proximity stones throw sporting facility academic facility everything great encounter warwick student finance co-operative helpful good nice setup host good night shame many night great something different everyone great room kitchen great fridge shelf washing machine internal laundrette ideal favourite thing wagamamas law philosophy,warwick
4.0,4.0,4.0,4.0,3.0,,5.0,4.0,3.0,2.0,Student Reviewer,09 Nov 14,"Mathematics, Operational Research, Statistics and Economics (MORSE) MMorse"," Really good so far. My course is varied and interesting and I'm busy but don't have a ridiculous amount of work. Everyone's really nice and halls are sociable. I'd definitely pick Warwick again if I went back in time! Warwick has supposedly great job prospects but as first year I haven't really experienced this. I think finding a job will be a challenge but do-able. My course is interesting and my lecturers are generally good at their job. Some of them could try and make it more interesting though. The work load is a good balance. Again, really nice facilities. The gym is great but can get very crowded. This is the only improvement I can thin of! I haven't used any of the support services but here they're ok. The SU has a lot on offer for people of all tastes. Sometimes it gets rowdy but a lot of people like that. There's also loads of events that don't revolve around getting drunk. Something for everyone! Very nice halls but could be cheaper. The kitchen is a good size and we have cleaners to make sure it doesn't get into too much of a state. Great people! It's a campus! The nearest city is coventry and isn't the nicest place but there are things to do. My favourite thing is clubbing! photography, poledancing, larps",really good far course varied interesting 'm busy n't ridiculous amount work everyone really nice hall sociable definitely pick warwick go back time warwick supposedly great job prospect first year n't really experience think find job challenge do-able course interesting lecturer generally good job try make interesting work load good balance really nice facility gym great get crowded improvement thin n't use support service 're ok su lot offer people taste sometimes get rowdy lot people 's also load event n't revolve get drunk something everyone nice hall cheap kitchen good size cleaner make sure n't get much state great people 's campus near city coventry n't nice place thing favourite thing club photography poledancing larps,good course varied interesting busy ridiculous amount work everyone nice hall sociable warwick time warwick great job prospect first year job challenge do-able course interesting lecturer good job interesting work load good balance nice facility gym great crowded improvement support service ok su lot offer people taste rowdy lot people event drunk everyone nice hall cheap kitchen good size cleaner sure much state great people campus near city coventry nice place thing favourite thing photography poledancing larps,warwick
4.0,4.0,4.0,4.0,3.0,,3.0,4.0,3.0,3.0,Student Reviewer,09 Nov 14,History and Politics BA (Hons)," Everyone here is really nice. Also, the course is excellent. Am loving my time here so far, and looking forward to the next few years. Make sure to get involved with all the clubs and societies while you're here as well! Fairly easy, there's lots of help available from the careers services and personal tutors. My course has been interesting and varied thus far. This is probably the best thing about it. Looking forward to seeing how it goes throughout the year. Facilities are good but the gym and sports membership is too expensive. They could do with subsidising this further to make it more accessible. There seems to be a lot of support on offer, although I haven't used any of these services. I quite like the student union. They have good offers although sometimes could be better. Some good nights but only really one per week. Fairly good value. nice rooms and nice people. preferably could do with another fridge as there's not really enough space for everyone's stuff. Too far away, although my favourite thing is going to restaurants and clubs. RAG",everyone really nice also course excellent love time far look forward next year make sure get involve club society 're well fairly easy 's lot help available career service personal tutor course interest varied thus far probably best thing look forward see go year facility good gym sport membership expensive subsidise make accessible seem lot support offer n't use service quite student union good offer sometimes good good night really week fairly good value nice room nice people preferably fridge 's really enough space everyone stuff far away favourite thing go restaurant club rag,everyone nice course excellent time next year sure club society fairly easy lot help available career service personal tutor course varied best thing year facility good gym sport membership expensive accessible lot support offer service student union good offer good good night week good value nice room nice people fridge enough space everyone stuff favourite thing restaurant club,warwick
1.0,3.0,3.0,3.0,1.0,,2.0,3.0,1.0,4.0,Student Reviewer,09 Nov 14,Engineering BEng (Hons)," My experience so far has been very bad. Accommodation is expensive and not worth the money, there is not enough that the SU does to cater for all tastes, my course so far has been uninteresting and difficult and the facilities are too expensive. Warwick is supposed to be good for jobs but we'll have to see how my course goes before I make any predictions about my future career. The best thing about my lectures is when the end. Boring and tiresome. Facilities at the university are average compared to others I've seen. The gym is nice and new but needs to be bigger. Also, they need to have more of a contingency plan for bad weather with the sports pitches. I haven't used any support services or even been made aware of any. The student union is expensive and the events are generally not that good. They need to do more to get students to actually show up to a lot of these events. accommodation is en-suite which is good and the rooms and relatively large as well as the kitchen. The only problem is the price. There is no city. Warwick is a campus Uni, but my favourite thing to do is clubs. ACS- an absolute joke (made you play musical chairs) french speaking society- average. finance societies- brilliant",experience far bad accommodation expensive money enough su cater taste course far uninteresting difficult facility expensive warwick suppose good job see course go make prediction future career best thing lecture end boring tiresome facility university average compare others 've see gym nice new need big also need contingency plan bad weather sport pitch n't use support service even make aware student union expensive event generally good need get student actually show lot event accommodation en-suite good room relatively large well kitchen problem price city warwick campus uni favourite thing club acs- absolute joke make play musical chair french speak society- average finance societies- brilliant,experience bad accommodation expensive money su taste course difficult facility expensive warwick good job course prediction future career best thing lecture end boring tiresome facility university average others gym nice new big contingency plan bad weather sport pitch support service aware student union expensive event good student lot event accommodation en-suite good room large kitchen problem price city warwick campus uni favourite thing acs- absolute joke musical chair french society- average finance societies- brilliant,warwick
5.0,5.0,5.0,5.0,3.0,,3.0,5.0,5.0,5.0,Student Reviewer,09 Nov 14,Biochemistry BSc (Hons)," Pretty decent overall. Not too much in the way of nightlife but leamington and coventry both have a few clubs to offer. Also Birmingham isn't too far away and they offer transport services to take you there and back for nights out. Can't be too hard right? I think Warwick is supposed to be good for that kind of thing. The best thing about my course is that often we finish our lectures early. Facilities are not bad, but could be improved by providing more pubs in and around campus. There are only really 2 to choose from. This is not applicable for me, as I haven't used the support services. Love it. Lot's of stuff to do, although after a while the same nights do get a bit old. They should try and change it up a a bit, and make the drinks cheaper so that people are more inclined to go and the club would be busier. £50 extra for an en-suite seems a bit much. But generally the accommodation is really nice, so I would say it's good value. My favourite thing to do in Leamington is going to the club, Neon. Biosoc, Chemsoc, Rugby",pretty decent overall much way nightlife leamington coventry club offer also birmingham n't far away offer transport service take back night ca n't hard right think warwick suppose good kind thing best thing course often finish lecture early facility bad improve provide pub campus really choose applicable n't use support service love lot stuff night get bit old try change bit make drink cheaper people inclined go club busy £50 extra en-suite seem bit much generally accommodation really nice say 's good value favourite thing leamington go club neon biosoc chemsoc rugby,pretty decent much way nightlife leamington coventry club birmingham transport service night hard right warwick good kind thing best thing course lecture facility bad pub campus applicable support service lot stuff night bit old bit drink people inclined club busy extra en-suite much accommodation nice good value favourite thing leamington club neon biosoc chemsoc rugby,warwick
