name,date,degree,score_OVERALL UNIVERSITY RATING,OVERALL UNIVERSITY RATING,score_Job Prospects,Job Prospects,score_Course and Lecturers,Course and Lecturers,score_Uni Facilities,Uni Facilities,score_Student Support,Student Support,score_Do you think your time at university this year has been value for money?,Do you think your time at university this year has been value for money?,score_Students' Union,Students' Union,score_Accommodation,Accommodation,score_Local life,Local life,score_Societies and Sports,Societies and Sports
Student Reviewer,04 Apr 14,"Biotechnology, Bioprocessing and Business Management (MSc)",rat2,"{'Tell us about your overall university experience so far.': ""Warwick business school is poorly organised and a shambles at times. I'd expect more from such a highly ranked school""}",rat3,,rat3,,rat5,,,,,,rat5,,rat4,,rat5,,rat5,
Student Reviewer,04 Apr 14,Economics MPhil,rat5,"{'Tell us about your overall university experience so far.': 'Most of the people are very friendly and I think that there is an excellent work/social balance. Furthermore, the course I am pursuing is rigorous and challenging yet very enjoyable, enhanced by the high teaching standards of the lecturers.'}",rat5,,rat5,,rat5,,,,,,rat4,,rat5,,rat3,,rat4,
Student Reviewer,04 Apr 14,International Business BSc (Hons),rat5,{'Tell us about your overall university experience so far.': 'I love my University because it is campus and people get very close. The societies are outstanding and you really feel like you are a part of something bigger.'},rat5,,rat5,,rat5,,,,,,rat5,,rat5,,rat3,,rat4,
Student Reviewer,04 Apr 14,"Biotechnology, Bioprocessing and Business Management (MSc)",rat4,"{'Tell us about your overall university experience so far.': 'Like that it is a campus University and not located in a big city as it forces you to bond with friends and meet new people. Also, helps with concentration.\nDislike the exam timetable.'}",rat3,,rat4,,rat4,,,,,,rat3,,rat4,,rat3,,rat4,
Student Reviewer,04 Apr 14,"Biotechnology, Bioprocessing and Business Management (MSc)",rat4,{'Tell us about your overall university experience so far.': 'A very much isolated area but this University is somewhere you can make great friends and concentrate on your studies.'},rat4,,rat4,,rat3,,,,,,rat2,,rat4,,rat2,,rat3,
Student Reviewer,04 Apr 14,"Biotechnology, Bioprocessing and Business Management (MSc)",rat5,{'Tell us about your overall university experience so far.': 'Bad accommodation for 2nd and 3rd years'},rat3,,rat5,,rat5,,,,,,rat5,,rat5,,rat2,,rat5,
Student Reviewer,04 Apr 14,Instrumental and Analytical Methods in Biological and Environmental Chemistry PgDip,rat4,"{'Tell us about your overall university experience so far.': ""It's a nice university but it is isolated in the middle of nowhere so the social life is not great.""}",rat4,,rat5,,rat4,,,,,,rat5,,rat4,,rat2,,rat4,
Student Reviewer,04 Apr 14,International Technology Management (MSc),rat4,{'Tell us about your overall university experience so far.': 'great uni'},rat4,,rat4,,rat4,,,,,,rat4,,rat3,,rat3,,rat5,
Student Reviewer,04 Apr 14,History and Politics BA (Hons),rat5,{'Tell us about your overall university experience so far.': 'Good: \n- conducive environment for undergraduate studies \n- also gain a good foundation for character-building \n- wonderful variety of societies \n- cost-friendly \nNot so good: \n- 30 CAT modules in my department \n- prevents the ability to have a larger variety \n- tutors are not always fair or friendly \n- needs a stronger understanding and awareness of the balance between studies and extracurriculars'},rat5,,rat3,,rat5,,,,,,rat5,,rat3,,rat3,,rat5,
Student Reviewer,04 Apr 14,Mathematics and Physics MMath&Phys,rat5,"{'Tell us about your overall university experience so far.': ""Workload is a lot to handle but my course is very interesting. I've had some great accommodation for reasonable rent. The towns and cities near campus don’t have a huge amount going on but they’re nice enough. The university staff has always been exceptionally helpful. Overall I’d say it was a very good university.""}",rat4,,rat4,,rat4,,,,,,rat4,,rat5,,rat4,,rat5,
Student Reviewer,04 Apr 14,,rat5,"{'Tell us about your overall university experience so far.': ""I have loved my time at Warwick, it has made me into the person I am today: I'm more confident, more employable and have had a great time here. Only complaint is it's a bit of a bubble!""}",rat5,,rat4,,rat5,,,,,,rat4,,rat4,,rat2,,rat5,
Student Reviewer,04 Apr 14,Mathematics and Statistics MMathStat,rat4,"{'Tell us about your overall university experience so far.': ""It's got great prospects, particularly for my course. Sucks that's it's so out of the way though.""}",rat4,,rat4,,rat3,,,,,,rat3,,rat4,,rat2,,rat4,
Student Reviewer,04 Apr 14,"Biotechnology, Bioprocessing and Business Management (MSc)",rat3,"{'Tell us about your overall university experience so far.': 'The people you meet and the social life is good. The course is a disappointment, very few contact hours and many of the lecturers/tutors are not as impressive as I had hoped. The way they mark your assignments is appalling; feedback is often uniform and not helpful.'}",rat4,,rat3,,rat4,,,,,,rat3,,rat4,,rat4,,rat3,
Student Reviewer,04 Apr 14,Biochemistry BSc (Hons),rat4,{'Tell us about your overall university experience so far.': 'There is a big mix of friendly welcoming people from all over the world. There is no discrimination and a general good vibe. Lecturers are generally good and treat everyone as an equal'},rat3,,rat4,,rat5,,,,,,rat5,,rat5,,rat3,,rat4,
Student Reviewer,04 Apr 14,,rat4,{'Tell us about your overall university experience so far.': '-'},rat4,,rat4,,rat4,,,,,,rat4,,rat5,,rat3,,rat4,
Student Reviewer,04 Apr 14,Economics MPhil,rat4,{'Tell us about your overall university experience so far.': 'Great academic and career wise as well as a good social side'},rat5,,rat4,,rat3,,,,,,rat4,,rat3,,rat2,,rat4,
Student Reviewer,04 Apr 14,Economics MPhil,rat5,"{'Tell us about your overall university experience so far.': ""It's a very good university with a lot of presence of employers through company presentations and the like. The students are very approachable and it is easy to settle in also.""}",rat5,,rat4,,rat5,,,,,,rat4,,rat5,,rat2,,rat4,
Student Reviewer,04 Apr 14,,rat5,"{'Tell us about your overall university experience so far.': 'I love Warwick, as it is not only one of the best universities in the country but holds the best environment for a student to explore new dimensions, it is the ultimate university experience'}",rat5,,rat5,,rat4,,,,,,rat4,,rat4,,rat3,,rat4,
Student Reviewer,04 Apr 14,International Technology Management (MSc),rat4,"{'Tell us about your overall university experience so far.': 'The university has a good study atmosphere with great teaching professionals and well designed course. However, food on campus can be improved.'}",rat4,,rat4,,rat4,,,,,,rat2,,rat4,,rat2,,rat4,
Student Reviewer,04 Apr 14,Accounting and Finance MSc,rat4,"{'Tell us about your overall university experience so far.': ""Truly enjoying my time here. Met many like-minded people, got heavily involved in societies, and I feel I'm really growing as a person in this atmosphere. University course could be more inspiring however. It is taught very well, but we're not encouraged to see the bigger picture with all the amazing things we can do with our lives.""}",rat4,,rat4,,rat5,,,,,,rat5,,rat5,,rat4,,rat5,
Student Reviewer,04 Apr 14,Interdisciplinary Biomedical Research (MSc),rat4,"{'Tell us about your overall university experience so far.': 'Good, though Union is over priced and admissions favours internationals too much.'}",rat4,,rat3,,rat4,,,,,,rat2,,rat3,,rat3,,rat5,
Student Reviewer,04 Apr 14,Law and Business Studies BA (Hons),rat4,{'Tell us about your overall university experience so far.': 'The best selling point Warwick Business School has is that it is 75% international! You meet a range of wonderful people!'},rat5,,rat4,,rat4,,,,,,rat3,,rat5,,rat4,,rat5,
Student Reviewer,04 Apr 14,International Technology Management (MSc),rat3,"{'Tell us about your overall university experience so far.': ""It's great cos I get to meet like minded people from all over the world. Lectures are disappointing and monotonous - in few modules going for the lecture has no real advantage. As a top university I feel the quality of education should be much better""}",rat4,,rat3,,rat3,,,,,,rat3,,rat4,,rat2,,rat3,
Student Reviewer,04 Apr 14,Law MPhil,rat5,{'Tell us about your overall university experience so far.': 'Love the University and would recommend it to anyone.'},rat5,,rat5,,rat5,,,,,,rat4,,rat4,,rat4,,rat4,
Student Reviewer,04 Apr 14,Mathematics and Physics MMath&Phys,rat5,"{'Tell us about your overall university experience so far.': ""Both an advantage and disadvantage of Warwick is it's very much a campus uni, and life can get a little sheltered. Living in Leamington helps a little, but it is very easy to stay close to home.""}",rat4,,rat4,,rat5,,,,,,rat4,,rat5,,rat4,,rat4,
Student Reviewer,04 Apr 14,,rat4,{'Tell us about your overall university experience so far.': 'We hate our Vice Chancellor'},rat4,,rat4,,rat4,,,,,,rat4,,rat4,,rat3,,rat4,
Student Reviewer,04 Apr 14,History of Art (MA by Research),rat4,"{'Tell us about your overall university experience so far.': ""Warwick's campus means that you get to know everyone really easily. High quality of teaching and a work hard play hard attitude!""}",rat5,,rat5,,rat5,,,,,,rat2,,rat4,,rat2,,rat3,
Student Reviewer,04 Apr 14,Economics MPhil,rat4,{'Tell us about your overall university experience so far.': 'A great university with a challenging and ambitious environment.There is always so much to do with conferences to other society events such that everyone can always find something that interests them while coping with the high academic demands.'},rat4,,rat3,,rat4,,,,,,rat4,,rat4,,rat2,,rat5,
Student Reviewer,04 Apr 14,,rat5,"{'Tell us about your overall university experience so far.': 'Warwick Uni is in the country, a bit far from everywhere (but if you get to coventry then in 1hr you get to london). The teaching level is world class and the facilities are excellent. Ample networking opportunities for employment and great variety of societies.'}",rat4,,rat5,,rat5,,,,,,rat4,,rat5,,rat3,,rat5,
Student Reviewer,04 Apr 14,Mathematics and Statistics MMathStat,rat5,"{'Tell us about your overall university experience so far.': 'Although having not properly experienced life at a city university, I think that having a campus university benefits students, with everything you need within walking distance. It also creates a community of thousands of people your own age, with similar interests and hobbies. However, the library needs to be extended or other similar study areas created, as most of them get full during the daytime.'}",rat4,,rat5,,rat5,,,,,,rat3,,rat4,,rat4,,rat4,
Student Reviewer,04 Apr 14,Engineering Business Management PGA,rat4,{'Tell us about your overall university experience so far.': 'overall I like it'},rat4,,rat5,,rat5,,,,,,rat4,,rat4,,rat3,,rat5,
Student Reviewer,04 Apr 14,Mechanical Engineering BEng (Hons),rat5,{'Tell us about your overall university experience so far.': 'Great campus. Some great lecturers but not all of the. Business school is a waste of time'},rat5,,rat4,,rat4,,,,,,rat5,,rat4,,rat3,,rat5,
Student Reviewer,04 Apr 14,Biomedical Science BSc (Hons),rat4,"{'Tell us about your overall university experience so far.': 'Warwick University is a great campus university with the largest students union in the country. The are 100s of clubs to get involved in, and although there is not that many clubs, there are bars and student union events to keep you occupied. The facilities are great, especially the library.'}",rat4,,rat3,,rat4,,,,,,rat5,,rat4,,rat3,,rat5,
Student Reviewer,04 Apr 14,,rat4,"{'Tell us about your overall university experience so far.': ""The university of Warwick has great study facilities, such as the library and several learning grids. Great articles database. Less impressed with the hidden study costs, such as printing, for example, and the ever increasing international fees. Student Union good at campaigning, but don't feel like the students actually get engaged. Some departments definitely up there, such as Economics.""}",rat4,,rat3,,rat4,,,,,,rat4,,rat3,,rat2,,rat4,
Student Reviewer,04 Apr 14,Evidence-Based Musculoskeletal Care (Managing Upper Limb Pain) PGA,rat2,"{'Tell us about your overall university experience so far.': 'Poor university life in general but the course is relatively good and challenging. However, efficiency of learning in terms of recordings and insightful lecturing is minimal.'}",rat4,,rat3,,rat1,,,,,,rat1,,rat1,,rat3,,rat4,
Student Reviewer,04 Apr 14,History of Art (MA by Research),rat5,"{'Tell us about your overall university experience so far.': ""The university is friendly, the course is interesting with good options. Even though its not in a city there's still good places to go out and it's quite cheap.""}",rat4,,rat4,,rat4,,,,,,rat4,,rat5,,rat3,,rat4,
Student Reviewer,04 Apr 14,,rat4,"{'Tell us about your overall university experience so far.': ""Overall it is a great uni, great facilities, good atmosphere, although not everybody gets decent accomodation as promised. The SU is very good, very active, student support easily accesible. Societies and clubs are really important to the uni and really active, student life is satisfying and great fun. From an international's point of view, the weather sucks, but can't change it. Courses, lectures and seminars are really good and interesting, but sometimes challenging.""}",rat4,,rat3,,rat4,,,,,,rat4,,rat3,,,,rat5,
Student Reviewer,04 Apr 14,Engineering Business Management PGA,rat4,"{'Tell us about your overall university experience so far.': 'Rootes is great and the clubs and socities are really good. Nightlife can be in leamington, coventry or birmigham so there is a good mixture.'}",rat5,,rat4,,rat4,,,,,,rat5,,rat5,,rat4,,rat5,
Student Reviewer,04 Apr 14,,rat4,"{'Tell us about your overall university experience so far.': 'Warwick, especially the Business School, is excellent in terms of future prospects and career progression. The bubble is a bit secluded from Coventry and Leamington, but that can also be a good thing in terms of building a strong university experience and unique student life.'}",rat5,,rat5,,rat4,,,,,,rat4,,rat4,,rat2,,rat4,
Student Reviewer,04 Apr 14,,rat4,"{'Tell us about your overall university experience so far.': 'Enjoy the atmosphere and the closeness of facilities and amenities. Feel personal tutors could be more involved, but the departmental mentor scheme is really useful. Students in different years are friendly.'}",rat5,,rat3,,rat4,,,,,,rat3,,rat5,,rat3,,rat4,
Student Reviewer,04 Apr 14,,rat4,{'Tell us about your overall university experience so far.': 'Nice clean campus. Food outlets are expensive and generally poor. Good reputation of university. Good research and academics.'},rat3,,rat3,,rat3,,,,,,rat3,,rat3,,rat3,,rat2,
Student Reviewer,04 Apr 14,History and Sociology BA (Hons),rat4,"{'Tell us about your overall university experience so far.': ""Really interestin course, sometimes the lectures aren't great though. Everything you need is on campus so little reason to leave makes it hard to leave. Pop is the best student union night and flatmates are great!""}",rat4,,rat4,,rat4,,,,,,rat4,,rat4,,rat3,,rat4,
Student Reviewer,04 Apr 14,Global History MA,rat4,"{'Tell us about your overall university experience so far.': 'Accomodation is comfortable and welcomming; along with the rest of campus it is equally safe. Facilities around campus definitely make up for it being in the middle of nowhere! Clubs and societies provide numerous opportunities to socialise and there is a wide range on offer. The course is ineteresting, yet there are alot of strikes considering how many contact hours we have.'}",rat4,,rat4,,rat4,,,,,,rat4,,rat5,,rat3,,rat4,
Student Reviewer,04 Apr 14,Mathematics and Physics MMath&Phys,rat4,{'Tell us about your overall university experience so far.': 'Very good campus and very good people/students. City life could be better. Lots of extra things to do- sports/clubs/societies. Very good atmosphere for work/productivity. Sometimes wish students would be more integrated. Friednship groups frequently depend on your kitchen.'},rat5,,rat5,,rat4,,,,,,rat4,,rat4,,rat2,,rat4,
Student Reviewer,04 Apr 14,Computer Science MEng (Hons),rat4,"{'Tell us about your overall university experience so far.': ""The SU is good. There's also a high standard of accomodation and facilities. My course is enjoyable with a high standard of lecturers. There's also many socities.""}",rat4,,rat4,,rat4,,,,,,rat4,,rat5,,rat3,,rat4,
Student Reviewer,04 Apr 14,,rat4,"{'Tell us about your overall university experience so far.': 'So far life in Warwick is great thanks to sports clubs and friendly mates and societies. However, I think that the SU is not doing enough in terms of night life. Also, the food offer is not really diversified and the quality is of a low standard.'}",rat4,,rat4,,rat4,,,,,,rat3,,rat3,,rat3,,rat4,
Student Reviewer,04 Apr 14,Computer Science MEng (Hons),rat4,{'Tell us about your overall university experience so far.': 'Lots of fun activities on campus. Lectures are useful and interesting. People are nice and friendly in general.'},rat4,,rat4,,rat5,,,,,,rat5,,rat5,,rat5,,rat5,
Student Reviewer,04 Apr 14,,rat4,"{'Tell us about your overall university experience so far.': ""The SU could be improved as the Copper Rooms doesn't usually have good nights. The laundrette could also be improved as the machines don't usually work. However, the fact that everything is on campus is good and safe.""}",rat4,,rat2,,rat2,,,,,,rat1,,rat4,,rat1,,rat1,
Student Reviewer,04 Apr 14,Economics MPhil,rat5,"{'Tell us about your overall university experience so far.': ""I would tell anyone to come to warwick. I've had a great time during my 3 years here. The business school is great, however the level of funding is not as I would hope.""}",rat5,,rat4,,rat4,,,,,,rat4,,rat4,,rat4,,rat5,
Student Reviewer,04 Apr 14,,rat4,"{'Tell us about your overall university experience so far.': ""The Maths department is one of the best in the country. The lecturers are leading researchers in their field. The course is tough. I live in Rootes, would recommend it, great atmosphere. Coventry and Leamington Spa don't have the best nightlife, but Birmingham isn't too far for a good night out.""}",rat5,,rat5,,rat5,,,,,,rat5,,rat5,,rat2,,rat4,
Student Reviewer,04 Apr 14,,rat3,{'Tell us about your overall university experience so far.': 'Overall fine. Enjoying life at Warwick but the postroom is too far away'},rat4,,rat3,,rat3,,,,,,rat3,,rat4,,rat1,,rat3,
Student Reviewer,04 Apr 14,,rat5,"{'Tell us about your overall university experience so far.': ""Good uni in general. Lectures are good and the course is stimulating. Wish campus stores weren't so expensive, as tesco is a little walk away.""}",rat4,,rat5,,rat3,,,,,,rat3,,rat4,,rat1,,rat3,
Student Reviewer,04 Apr 14,,rat3,"{'Tell us about your overall university experience so far.': ""Well, if you want to go to uni then think carefully aout what you actually want to do at uni because once you start you have to be very committed and organised. You may find that life is pointless at uni at times as it may get quite depressing having work all the time unless you do a course which requires minimal effort. Don't join the gym unless you know you can make time for it, same with clubs and societies as they may end up being a waste of your precious time and money. Be careful about the people you meet and become friends with as they may be hiding who they really are. Do a course that you are truly interested in and will put effort into otherwise consider doing an apprenticeship or do something else as uni will be a waste of your time and life force. Lecturers tend to be useless when you need help or dont understand something, so make friends with clever people or people who understand things well. Be prepared to feel fraustrated with lack of resources and help for £9000 a year.""}",rat3,,rat2,,rat2,,,,,,rat2,,rat4,,rat2,,rat2,
Student Reviewer,04 Apr 14,,rat4,"{'Tell us about your overall university experience so far.': 'Warwick is a good uni overall. Despite the lack of eye-candy, the university is reputable and the facilities are very good also. Good choice of extra curricular activities/societies.'}",rat5,,rat3,,rat4,,,,,,rat4,,rat3,,rat1,,rat4,
Student Reviewer,04 Apr 14,Psychology BSc (Hons),rat4,"{'Tell us about your overall university experience so far.': 'University life is pretty good, the facilities around campus are good including the library and the warwick arts centre. The lectures are engaging and interesting, and the lecturers themselves are very supportive and will help with uni work. In terms of job prospects this university has a very high rating and is also very good in developing your skills as an individual to prepare you for the world of work.'}",rat5,,rat4,,rat5,,,,,,rat5,,rat5,,rat2,,rat4,
Student Reviewer,04 Apr 14,,rat5,"{'Tell us about your overall university experience so far.': 'University life at Warwick is great. The campus is great with lots of attractions and lots of great people. The nightlight is also much better than I anticipated with lots of good nights out available each week in Leamington, Coventry, Birmingham and of course in the SU. Clubs are also great and sport is played to a high quality. The BUCs leagues enable regular, high quality fixtures.'}",rat5,,rat5,,rat5,,,,,,rat4,,rat4,,rat4,,rat5,
Student Reviewer,04 Apr 14,Law MPhil,rat4,"{'Tell us about your overall university experience so far.': ""I was aprehensive about coming to a campus uni because I thought it would be really quiet and all my other choices were cities, and I was right. It's quite quiet and everything on campus is shut at weekends. But in 1st year we made our own fun and enjoyed the places we went out to. The course is also goos so I'm not complaining. Overall I've had a swell time!""}",rat4,,rat3,,rat4,,,,,,rat3,,rat4,,rat1,,rat3,
Student Reviewer,04 Apr 14,Secondary Education (Science: Physics) PGCE,rat4,"{'Tell us about your overall university experience so far.': 'An alright course, proper fun. Wish that there were more seminars for science students, and also the hairdresser on campus should be cheaper.'}",rat4,,rat5,,rat3,,,,,,rat4,,rat4,,rat1,,rat4,
Student Reviewer,04 Apr 14,Economics MPhil,rat4,"{'Tell us about your overall university experience so far.': ""Good univeristy experience overall. The economics department is well organised. I'm pleased with my accomodation and the facilities I've found to be really good. The sports centre especially is brand new and very nice.""}",rat4,,rat4,,rat4,,,,,,rat3,,rat4,,rat3,,rat4,
Student Reviewer,04 Apr 14,,rat5,"{'Tell us about your overall university experience so far.': ""Overall Warwick is a great uni. My course in particular is very well organised and a good step up from a-levels. I'm lucky enougb to be living with a lovely bunch of people. So that makes being here so much better. I love it!""}",rat5,,rat4,,rat5,,,,,,rat4,,rat4,,rat4,,rat5,
Student Reviewer,04 Apr 14,,rat4,"{'Tell us about your overall university experience so far.': ""I really enjoy university life at Warwick. Though it's quite secluded from the big cities, life here is still very interesting with friends on camps. I do enjoy the campus life in Warwick, especially when I get the chance to make new friends from all over the world.""}",rat4,,rat4,,rat4,,,,,,rat3,,rat4,,rat2,,rat4,
Student Reviewer,04 Apr 14,,rat4,"{'Tell us about your overall university experience so far.': ""Although it can sometimes be quiet if you're in the wrong accomodation, as long as you find the right crowd, there's always something to do and good nights out to be had. The SU puts on some good events, but probably would benefit from being more consistent with these. UniBus organises good nights out in birmingham, leamington and coventry, so there's variety.""}",rat3,,rat3,,rat3,,,,,,rat3,,rat3,,rat3,,rat3,
Student Reviewer,04 Apr 14,English Literature and Creative Writing BA (Hons),rat4,"{'Tell us about your overall university experience so far.': 'The lecturers are great, seminars could be better. I love the amount of societies there are and the sports centre is great too. Good proximity to arts centre, creative writing was a slight dissappointment.'}",rat3,,rat4,,rat4,,,,,,rat3,,rat5,,rat2,,rat5,
Student Reviewer,04 Apr 14,Accounting and Finance MSc,rat5,{'Tell us about your overall university experience so far.': 'Everything is good but I would prefer it if there were cheaper laundry services.'},rat4,,rat4,,rat4,,,,,,rat4,,rat4,,rat4,,rat4,
Student Reviewer,04 Apr 14,,rat4,"{'Tell us about your overall university experience so far.': 'The accommodation is plush and ideally located for onsight activity, be in lectures, sports or nightlife. The course is ineteresting, the lectures engaging and the career advice useful. The union are good at informing of up and coming events and keeping students at the forefront of their work.'}",rat5,,rat4,,rat4,,,,,,rat4,,rat5,,rat4,,rat3,
Student Reviewer,04 Apr 14,"Biotechnology, Bioprocessing and Business Management (MSc)",rat4,"{'Tell us about your overall university experience so far.': 'There are too few things to do on campus, however the overall campus experince is amazing and it has all the basics that you need. Love it!'}",rat4,,rat3,,rat4,,,,,,rat3,,rat4,,rat5,,rat3,
Student Reviewer,04 Apr 14,,rat2,{'Tell us about your overall university experience so far.': 'The SU is pretty good but there should be another club/better bars on campus. Costcutter is so expensive (most expensive in the UK) and is the only nearby supermarket. There are good facilities and gym. Good and helpful seminar tutors and lecturers.'},rat2,,rat3,,rat2,,,,,,rat5,,rat2,,rat1,,rat2,
Student Reviewer,04 Apr 14,Engineering Business Management PGA,rat4,"{'Tell us about your overall university experience so far.': 'Overall, its OK. Course has good lecturers though tutors could be more helpful. Generally good faciltiies on campus but most foot outlets are overpriced for their quality of food. '}",rat4,,rat4,,rat3,,,,,,rat3,,rat4,,rat2,,rat4,
Student Reviewer,04 Apr 14,International Technology Management (MSc),rat4,"{'Tell us about your overall university experience so far.': ""Warwick is a top class university in terms of academics however compromises are to be made on the leisure side, especially if you're used to city life. Plenty of societies are there to keep you busy and people are all here for the same thing making it a good atmosphere for studying.""}",rat5,,rat4,,rat4,,,,,,rat4,,rat4,,rat1,,rat4,
Student Reviewer,04 Apr 14,,rat4,"{'Tell us about your overall university experience so far.': 'Overall, Warwick is a good university, allowing me as an international student to embrace the British education and culture. I chose a British university for the degree and reputation, and Warwick is ranked among the top class. Student life is incredible, every day an experience. Most of the lectures are good.'}",rat3,,rat4,,rat5,,,,,,rat4,,rat4,,rat3,,rat5,
Student Reviewer,04 Apr 14,History of Art (MA by Research),rat5,{'Tell us about your overall university experience so far.': 'Warwick is great for study with a great library and wonderful lecturers. The accomodation is fun but the social life is a little dull. Rootes is great and seminars are great.'},rat3,,rat4,,rat4,,,,,,rat3,,rat5,,rat3,,rat4,
Student Reviewer,04 Apr 14,,rat4,"{'Tell us about your overall university experience so far.': ""Pretty darn good if you ask me! I would certainly recommend the university to domestic or international students. I've had a fun overall experience.""}",rat4,,rat4,,rat5,,,,,,rat4,,rat4,,rat4,,rat4,
Student Reviewer,04 Apr 14,Italian with Film Studies BA (Hons),rat5,"{'Tell us about your overall university experience so far.': ""Since the film department here at Warwick is the best one in the country, I was quite happy with my choice. And since I'm also an international student I had high expectations since I was always comparing English universities to American ones. And if I have to be honest it has been an amazing experience and probably the best choice I've ever made. I love living here, and studying here as well.""}",rat3,,rat5,,rat5,,,,,,rat4,,rat5,,rat5,,rat4,
Student Reviewer,04 Apr 14,Economics MPhil,rat4,"{'Tell us about your overall university experience so far.': 'Warwick has a great reputation. Rigorous course, but too many exams and can be very pressured. Good career prospects. Very happy with accomodation. MUST improve nightlife. More fun and cheap events at the SU needed.'}",rat5,,rat4,,rat4,,,,,,rat4,,rat5,,rat2,,rat2,
Student Reviewer,04 Apr 14,Italian and Classics BA (Hons),rat5,"{'Tell us about your overall university experience so far.': 'Very good, enjoyed being here. Would do a different course in hindsight. Very good facilities but wish things were cheaper in the SU/costcutter.'}",rat5,,rat4,,rat4,,,,,,rat4,,rat5,,rat4,,rat5,
Student Reviewer,04 Apr 14,Secondary Education (Science: Physics) PGCE,rat4,"{'Tell us about your overall university experience so far.': 'I think Warwick is a great university, however in the Union staff can be hostile and difficul to work with. I enjoyed my time at warwick but there is room for improvement.'}",rat5,,rat4,,rat4,,,,,,rat3,,rat3,,rat3,,rat5,
Student Reviewer,04 Apr 14,,rat3,"{'Tell us about your overall university experience so far.': 'The course and learning environment of the university is excellent and job prospects are very good. However, the location of the university can mean it gets a little boring as the nearest town is quite far away and there isnt a lot of student focusses outlets.'}",rat5,,rat4,,rat3,,,,,,rat3,,rat2,,rat2,,rat4,
Student Reviewer,04 Apr 14,Accounting and Finance MSc,rat4,{'Tell us about your overall university experience so far.': 'Sports facilities are really good. A lot of clubs and societies for students to join and great opportunity to meet other people from other countries. Basic facilities can all be found on campus!'},rat3,,rat4,,rat4,,,,,,rat4,,rat4,,rat3,,rat4,
Student Reviewer,04 Apr 14,,rat4,"{'Tell us about your overall university experience so far.': ""The SU puts on some cool events which makes up for the lack of city life. It's nice going there and seeing loads of people you know, and the events they hold have variety. Would be good to see something big on every Friday night in the SU. Course is good and facilities are also good.""}",rat4,,rat3,,rat3,,,,,,rat4,,rat4,,rat2,,rat3,
Student Reviewer,04 Apr 14,Tunnelling and Underground Space (MSc),rat5,{'Tell us about your overall university experience so far.': 'I also did my undergraduate here at warwick. Loved every minute of my 5 years here. Joined the american football team which really helped my integrating with the community. Accomodation on campus is good but getting to campus from leamington can be tiresome.'},rat5,,rat4,,rat3,,,,,,rat4,,rat4,,rat1,,rat5,
Student Reviewer,04 Apr 14,,rat4,"{'Tell us about your overall university experience so far.': 'Good facilities, but some lecturers are incompetant.'}",rat4,,rat4,,rat3,,,,,,rat4,,rat3,,rat3,,rat4,
Student Reviewer,04 Apr 14,,rat4,{'Tell us about your overall university experience so far.': 'Great course and study facilities. Some of the sporting facilities and social areas could probably be improved. However I am happy overall.'},rat5,,rat4,,rat3,,,,,,rat3,,rat4,,rat3,,rat4,
Student Reviewer,04 Apr 14,English Literature PgDip,rat4,{'Tell us about your overall university experience so far.': 'Much of the university experience is as good as you want it to be- making the most of your time and opportunities etc. But this is significantly easier and more rewarding at warwick. It is very well orientated to its students needs and it is a great place to continue your education.'},rat5,,rat4,,rat4,,,,,,rat5,,rat5,,rat3,,rat4,
Student Reviewer,04 Apr 14,Economics MPhil,rat5,{'Tell us about your overall university experience so far.': 'Good atmosphere and student life while on campus with a lot of opportunities for extra curricular activities. Good accomodation with adequate facilities and a lot of space for socialising. All lectures are good with decent detail on all the topics with further reading to improve an area you are having difficulty with.'},rat5,,rat4,,rat4,,,,,,rat4,,rat5,,rat3,,rat4,
Student Reviewer,04 Apr 14,,rat4,"{'Tell us about your overall university experience so far.': ""Coming to university I didn't know what to expect, but Warwick has made it really easy to settle in with the large amount of support, sports clubs, societies, etc. Costcutters is quite pricey, but still convenient. Senate house closing at 8pm isn't ideal. ""}",rat4,,rat4,,rat4,,,,,,rat5,,rat5,,rat3,,rat5,
Student Reviewer,04 Apr 14,Global History MA,rat4,"{'Tell us about your overall university experience so far.': ""This university has excellent facilities and a relazed atmosphere. It is great for international students as it is highly multicultural. The history course is excellent, lots of module choice and diverse teachings. Some bad lecturers, but what uni doesn't have them?! :)""}",rat4,,rat3,,rat5,,,,,,rat2,,rat4,,rat3,,rat4,
Student Reviewer,04 Apr 14,Mechanical Engineering BEng (Hons),rat4,"{'Tell us about your overall university experience so far.': 'There is a large variety of activities on campus ranging from sports to bars and nightlife. These are good places to chill out in, and the facilities are pretty good.'}",rat4,,rat4,,rat4,,,,,,rat4,,rat4,,rat3,,rat4,
Student Reviewer,04 Apr 14,English Literature (MA),rat4,"{'Tell us about your overall university experience so far.': ""The campus is really nice. However, the nighlife is not amazing and we are a bit far from anywhere with much going on. However I've still had lots of fun.""}",rat4,,rat4,,rat4,,,,,,rat3,,rat4,,rat2,,rat3,
Student Reviewer,04 Apr 14,Global History MA,rat4,"{'Tell us about your overall university experience so far.': 'As a history student at warwick university I am really enjoying my first year. Lectures are really helpful and seminar tutors are friendly and offer help whenever needed. In terms of nightlife, there are several clubs in the local area to go to as well as trips to birmingham.'}",rat4,,rat5,,rat3,,,,,,rat4,,rat5,,rat3,,rat3,
