name,date,degree,score_OVERALL UNIVERSITY RATING,OVERALL UNIVERSITY RATING,score_Job Prospects,Job Prospects,score_Course and Lecturers,Course and Lecturers,score_Uni Facilities,Uni Facilities,score_Student Support,Student Support,score_Do you think your time at university this year has been value for money?,Do you think your time at university this year has been value for money?,score_Students' Union,Students' Union,score_Accommodation,Accommodation,score_Local life,Local life,score_Societies and Sports,Societies and Sports
Student Reviewer,07 Feb 17,,rat2,{'Tell us about your overall university experience so far.': 'Stressful.'},rat4,,rat3,,rat3,,rat4,,,,rat2,,rat3,,non_app,,rat3,
Student Reviewer,07 Feb 17,,rat5,{'Tell us about your overall university experience so far.': None},rat3,"{'How does your uni make efforts to increase your employability (careers department, work placements, transferable skills)?': 'Lots of career advice.'}",rat5,,rat5,,rat3,"{'How good is the support offered by the uni? Think both academic (tutors/feedback) and personal (counselling, etc).': 'The tutors are excellent. Counselling is often terrible.'}",,,non_app,,rat4,,rat5,{'Is your university in a good location in terms of distance to accommodation and local amenities?': 'Lots of libraries.'},rat5,
Student Reviewer,07 Feb 17,,rat2,{'Tell us about your overall university experience so far.': None},rat2,,rat2,,rat2,,rat1,,,,rat1,,rat1,,rat1,{'Is your university in a good location in terms of distance to accommodation and local amenities?': 'Old'},rat2,
Student Reviewer,07 Feb 17,,rat4,{'Tell us about your overall university experience so far.': 'Good'},rat2,"{'How does your uni make efforts to increase your employability (careers department, work placements, transferable skills)?': 'Good'}",rat3,{'What do you like most and least about the way your course(s) are taught?': 'Good'},rat3,"{""How good are your university's facilities?"": 'Good'}",rat2,"{'How good is the support offered by the uni? Think both academic (tutors/feedback) and personal (counselling, etc).': 'Good'}",,,rat5,"{""What do you think of your Students' Union in terms of student representation and facilities?"": 'Good'}",,,rat3,{'Is your university in a good location in terms of distance to accommodation and local amenities?': 'Good'},rat4,{'How would you rate the variety of societies/sports?': 'Good'}
Student Reviewer,07 Feb 17,,rat4,{'Tell us about your overall university experience so far.': None},rat5,,rat4,,rat5,,rat4,,,,rat5,,rat4,,rat3,{'Is your university in a good location in terms of distance to accommodation and local amenities?': 'Close to London:)'},rat4,
Student Reviewer,31 Jan 17,,rat4,{'Tell us about your overall university experience so far.': 'greatly enjoyed my time here - huge workload can take its toll sometimes...'},rat4,,rat4,{'What do you like most and least about the way your course(s) are taught?': 'interesting courses - lectures sometimes not as strong...'},rat5,"{""How good are your university's facilities?"": 'great (new) maths faculty, good other facilities, e.g. music practice rooms, squash courts, gyms etc'}",rat2,"{'How good is the support offered by the uni? Think both academic (tutors/feedback) and personal (counselling, etc).': 'tutor support is ok, pastoral college support is not good, friends have led very bad experiences'}",,,rat3,"{""What do you think of your Students' Union in terms of student representation and facilities?"": ""haven't had much interaction with OUSU; at my college they don't have strong representation""}",rat5,"{'What do you think about the safety, condition, location and cost of your accommodation?': 'high quality accommodation provided by college for all 4 years of my degree'}",rat4,{'Is your university in a good location in terms of distance to accommodation and local amenities?': 'not a huge city but enough going on - also plenty of nice restaurants in the centre/Cowley!'},rat5,"{'How would you rate the variety of societies/sports?': ""loads of societies, easy to get involved, in my case lots of music - there's tons going on each term""}"
Student Reviewer,31 Jan 17,Statistics DPhil,rat5,{'Tell us about your overall university experience so far.': 'Really good'},rat5,"{'How does your uni make efforts to increase your employability (careers department, work placements, transferable skills)?': 'Careers department is excellent, makes up for academic (non-vocational) forms of degrees'}",rat4,,rat4,"{""How good are your university's facilities?"": 'Lots of facilities in colleges, though central university lacks them'}",rat5,"{'How good is the support offered by the uni? Think both academic (tutors/feedback) and personal (counselling, etc).': 'Collegiate system is great, lots of points of contact'}",,,rat4,"{""What do you think of your Students' Union in terms of student representation and facilities?"": ""Doesn't really provide facilities but then colleges have those \nDoes a lot of under-appreciated work""}",rat5,"{'What do you think about the safety, condition, location and cost of your accommodation?': 'Extremely high standard, reasonable price \nI think this varies by college'}",rat4,"{'Is your university in a good location in terms of distance to accommodation and local amenities?': ""Oxford isn't the busiest city but there is still plenty going on""}",rat5,{'How would you rate the variety of societies/sports?': 'Excellent range'}
Student Reviewer,31 Jan 17,,rat3,{'Tell us about your overall university experience so far.': 'depends largely on the workload in each individual term'},rat3,"{'How does your uni make efforts to increase your employability (careers department, work placements, transferable skills)?': 'there are career fairs'}",rat3,{'What do you like most and least about the way your course(s) are taught?': 'Many of them are wonderfully enthusiastic about their subject and are amongst the top researchers in their field'},rat4,"{""How good are your university's facilities?"": 'very good libraries, IT services leave a little to be desired'}",rat4,"{'How good is the support offered by the uni? Think both academic (tutors/feedback) and personal (counselling, etc).': 'some excellent tutoring, personal support is available'}",,,rat2,"{""What do you think of your Students' Union in terms of student representation and facilities?"": ""Don't like the representatives and there are no facilities (college provides these)""}",rat4,,rat3,,non_app,"{'How would you rate the variety of societies/sports?': ""didn't join any""}"
Student Reviewer,31 Jan 17,,rat4,"{'Tell us about your overall university experience so far.': 'Stimulating course, great people, overall happy but some administrative problems'}",rat4,"{'How does your uni make efforts to increase your employability (careers department, work placements, transferable skills)?': 'careers fairs, workshops'}",rat4,{'What do you like most and least about the way your course(s) are taught?': 'very prominent and experienced lectures that know subject well'},rat3,"{""How good are your university's facilities?"": 'Due to my department building being unavailable for lectures, we have to move to other facilities'}",rat4,"{'How good is the support offered by the uni? Think both academic (tutors/feedback) and personal (counselling, etc).': ""I'm aware of whom I can contact if I have questions/problems""}",,,rat4,,rat5,"{'What do you think about the safety, condition, location and cost of your accommodation?': 'Very happy with my room, spacious and good, quick maintenance'}",rat4,"{'Is your university in a good location in terms of distance to accommodation and local amenities?': 'Good nightlife, many cultural events like concerts, exhibitions'}",rat4,"{'How would you rate the variety of societies/sports?': 'Well organised, many different options'}"
Student Reviewer,31 Jan 17,,rat5,"{'Tell us about your overall university experience so far.': 'Hard but rewarding course, lovely city with lots of things to do'}",rat3,"{'How does your uni make efforts to increase your employability (careers department, work placements, transferable skills)?': 'Fair amount of talks from professionals'}",rat4,{'What do you like most and least about the way your course(s) are taught?': 'The lecturers are clearly very bright and know their subject inside out'},rat5,"{""How good are your university's facilities?"": 'They have everything you could want, even free gym membership'}",rat5,"{'How good is the support offered by the uni? Think both academic (tutors/feedback) and personal (counselling, etc).': ""Our chaplain knows everyone by name, even if you've never met her. Tutors give extra tuition if you're struggling""}",,,rat2,"{""What do you think of your Students' Union in terms of student representation and facilities?"": 'I never really use it'}",rat4,"{'What do you think about the safety, condition, location and cost of your accommodation?': 'College was a 5, but the second year accommodation, whilst being lovely and big, is a little colder'}",rat4,"{'Is your university in a good location in terms of distance to accommodation and local amenities?': 'Loads of activities, but sadly the best club (Wahoo) closed recently'}",rat4,"{'How would you rate the variety of societies/sports?': ""In college they're wonderful and inclusive, but to join a uni club you have to make more of an effort to find out about it""}"
Student Reviewer,31 Jan 17,,rat5,{'Tell us about your overall university experience so far.': 'I have loved studying and all the extra curricular activity'},rat4,,rat4,"{'What do you like most and least about the way your course(s) are taught?': 'I love the diversity of choice in my course, however, the teaching an support could be improved'}",rat4,,rat2,,,,rat2,,rat3,,rat4,,rat5,{'How would you rate the variety of societies/sports?': 'There is so much you can do and they are all well run'}
Student Reviewer,31 Jan 17,,rat4,{'Tell us about your overall university experience so far.': None},rat4,,rat3,{'What do you like most and least about the way your course(s) are taught?': 'No tutorials given to maths students in 3rd and 4th year'},rat5,,rat4,,,,rat3,,rat4,,rat4,,rat4,
Student Reviewer,06 Nov 16,Oriental Studies MSt,rat1,"{'Tell us about your overall university experience so far.': ""Overall university experience was frankly dreadful, I used to lock myself in my room and just cry on the floor at least once a week because I felt so overwhelmed with the work. The essays I slaved over often weren't handed back to me on time in order to look at the feedback before writing another one. It was dire. See other sections for my further comments.""}",rat2,"{'How does your uni make efforts to increase your employability (careers department, work placements, transferable skills)?': 'Careers department only geared up for law, finance and the like. No knowledge of creative areas.'}",rat1,"{'What do you like most and least about the way your course(s) are taught?': ""NOTHING. STAY AWAY. At this point I would like to point out that I studied Oriental Studies Japanese at Oxford (BA) but WhatUni doesn't list this course so I have to leave a review for the MSt (sorry). \nSome lecturers were fine, but unfortunately the organisation of the Oriental Institute was so terrible that I felt it greatly disadvantaged the students on the course. Such as:\n- Course options listed in the prospectus were suddenly made unavailable in the term before specialisation, meaning that students who had wanted to study, for example, Japanese theatre or sociology, now had to choose between linguistics, literature or politics. Although the lecturers had sufficient time to warn us of this, they refused to respond to our requests, and in fact shouted at the students who enquired above the departmental lecturers, as though it wasn't a reasonable request to want to know which options would be available!\n- In the second year, students were required to attend daily lectures at the Chinese institute, which were provided for the benefit of Sinologist students. The course content was not relevant to the Japanese exam contents. One wonders why the students were thus required to attend.\n- Course was changed for the lower years meaning the new students had to try to learn modern and classical Japanese in the same year, which of course was impossible. Imagine trying to teach Shakespeare to a Japanese high schooler learning to say 'hello' - you just wouldn't do it. But the Oxford Oriental Institute would!\n- Grades for the annual exams were publicly circulated by the lecturers amongst the students. \n- No pastoral support during the year abroad. Not even to help students find a placement before they left. No guidebook. No advice as to our student status during that year, which led to some students' final year funding being cancelled. \n- Not all the material was covered before the final exams. Lecturers not bothered, although \n- Contents of the final exams changed three weeks prior to final exams.\n- Final exam format being significantly different to what we had been told (ie 'In this exam you will not be required to read' and then having a reading section). \n- As far as the famous Oxford tutorial system of one-on-ones with your lecturers, this did not exist for the Oriental Studies Japanese course. Our tutorials in final year were with a group of five students and one lecturer. That is a seminar, not an Oxford tutorial.\n- No official 'head of course' or person who would respond to our enquiries, doubts or concerns. \nAll in all, I could not have had a more disappointing experience at Oxford. I hear the Chinese Institute is much more organised, so perhaps that course would be worth considering in place of this one. I could recommend the Japanese course to wealthy students with nerves of steel, who require four hours sleep a night and no social life, who enjoy linguistics, history and classical Japanese. If you are remotely interested in sociology or any humanities aspect, pick any other course. Honestly at the end I was broken and totally disillusioned with Oxford. 0/10.""}",rat5,"{""How good are your university's facilities?"": 'Excellent librairies'}",rat2,"{'How good is the support offered by the uni? Think both academic (tutors/feedback) and personal (counselling, etc).': ""Tutors can be utterly awful and the 'moral tutors' who are responsible for your welfare appear to have no training in this area or even a smidgen of common sense ('Depression? But you look very well.') \nThe counselling service was much better, highly recommended.""}",,,rat3,"{""What do you think of your Students' Union in terms of student representation and facilities?"": 'Good, with a visible presence'}",rat2,"{'What do you think about the safety, condition, location and cost of your accommodation?': 'Expensive'}",rat2,"{'Is your university in a good location in terms of distance to accommodation and local amenities?': ""Alright if you don't mind the lack of activities or social diversity""}",rat2,"{'How would you rate the variety of societies/sports?': ""Not impressed with the ball system, which effectively acts as a social filter (some ball tickets 200 quid a pop, good luck with trying to attend your college party if you're from a low-income background).""}"
Student Reviewer,23 Feb 16,,rat3,{'Tell us about your overall university experience so far.': 'Too much WORK.'},rat4,,rat4,"{'What do you like most and least about the way your course(s) are taught?': ""I don't go to lectures, but tutorials are really engaging.""}",rat5,"{""How good are your university's facilities?"": 'Own law library.'}",rat3,,,,rat3,"{""What do you think of your Students' Union in terms of student representation and facilities?"": 'No time to be involved.'}",rat4,,rat3,"{'Is your university in a good location in terms of distance to accommodation and local amenities?': ""Don't have time to go out often (once per month).""}",rat3,"{'How would you rate the variety of societies/sports?': ""Don't have time.""}"
Student Reviewer,24 Feb 15,Economics for Development MSc,rat4,{'Tell us about your overall university experience so far.': 'Good value accomodation - private. College is very expensive. Vey intersting and very well taught course though so am very happy.'},rat4,,rat5,,rat4,,rat3,,,,rat3,,rat4,,rat3,,rat4,
Student Reviewer,24 Feb 15,History,rat5,{'Tell us about your overall university experience so far.': 'Overall very happy. City life could be better for me but I do think the accomodation here is very good.'},rat4,,rat4,,rat5,,rat4,,,,rat4,,rat5,,rat2,,rat4,
Student Reviewer,24 Feb 15,Criminology and Criminal Justice,rat4,"{'Tell us about your overall university experience so far.': ""It's been enjoyable and challenging in equal measure. Fantastic teachers and lots of resources availble.""}",rat5,,rat4,,rat5,,rat3,,,,rat3,,rat4,,rat1,,rat3,
Student Reviewer,24 Feb 15,Food Security and Sustainable Agriculture,rat5,"{'Tell us about your overall university experience so far.': 'Job prospects are awesome, in fact I am filling this form in at work right now. Wish there was a swimming pool.'}",rat4,,rat4,,rat4,,rat5,,,,rat4,,rat4,,rat5,,rat5,
Student Reviewer,24 Feb 15,CS,rat4,{'Tell us about your overall university experience so far.': 'Great. I am most happy with uni facilities and clubs and societies are my favourite aspects of the time here. I also think that job prospects are relatively good for me.'},rat5,,rat4,,rat5,,rat4,,,,rat4,,rat3,,rat5,,rat5,
Student Reviewer,24 Feb 15,Islamic Studies and History MPhil,rat5,"{'Tell us about your overall university experience so far.': 'Very challenging, rewarding and intellectually stimulating. Job prospects are quite good. Im at the cutting edge in my field here.'}",rat5,,rat5,,rat4,,rat4,,,,rat3,,rat4,,rat5,,rat3,
Student Reviewer,24 Feb 15,Business,rat4,"{'Tell us about your overall university experience so far.': 'Oxford is an idyllic place, great opportunities!Course is amazing and lecturers are very informative and supportive. Excellent job prospects as expected.'}",rat5,,rat4,,rat4,,rat4,,,,rat4,,rat3,,rat4,,rat5,
Student Reviewer,24 Feb 15,Slavonic Studies,rat3,{'Tell us about your overall university experience so far.': 'Post grad is a big step from undergrad but harder to settle in - good though. I am taught by experts in their field very flexible module options. Live at home as the accommodation in oxford is 100% unaffordable.'},rat4,,rat4,,rat5,,rat4,,,,rat3,,rat1,,rat5,,rat5,
Student Reviewer,24 Feb 15,Slavonic Studies,rat3,{'Tell us about your overall university experience so far.': 'One on one tuition is really good. I feel the city life has shops and library to offer me so I have something to do. Job prospects seem to be fairly easy to me.'},rat3,,rat3,,rat4,,rat4,,,,rat3,,rat2,,rat3,,rat4,
Student Reviewer,24 Feb 15,Contemporary India MSc,rat4,{'Tell us about your overall university experience so far.': 'I think the course and lecturers are comprehneisve and interdisciplinary. The accommodation is expensive but also old and stuffy. Really like the clubs and societies.'},rat3,,rat5,,rat5,,rat4,,,,rat5,,rat2,,rat4,,rat5,
Student Reviewer,24 Feb 15,International Development DPhil,rat5,{'Tell us about your overall university experience so far.': 'Excellent and I would recommend to anyone! I am hopeful that I will get a good job after studying here at such a prestigious university. I find the facilities here on site really great and modern.'},rat5,,rat5,,rat5,,rat5,,,,rat3,,rat5,,rat5,,rat5,
Student Reviewer,24 Feb 15,Zoology,rat5,"{'Tell us about your overall university experience so far.': ""Fantastic! Very good value accomodation compared to the city's accomodation. The student's union is very helpful.""}",rat4,,rat3,,rat3,,rat5,,,,rat5,,rat5,,rat4,,rat5,
Student Reviewer,24 Feb 15,Economic and Social History,rat5,{'Tell us about your overall university experience so far.': 'Great place to socalise with friends. Love the Blind Tasting Society. I find my course and lecturers very interesting.'},rat5,,rat5,,rat5,,rat4,,,,rat3,,rat4,,rat5,,rat5,
Student Reviewer,24 Feb 15,Economics,rat4,{'Tell us about your overall university experience so far.': 'Nice environemnt to study in. Lots of external opportunities - lectures events activities outside of course.'},rat5,,rat3,,rat5,,rat3,,,,rat1,,rat4,,rat5,,rat5,
Student Reviewer,24 Feb 15,Evidence based social intervention and policy evaluation,rat4,{'Tell us about your overall university experience so far.': 'Students union is pretty active and responsive. It actions doesnt super well known though. I hang out in coffee shops a lot. Good facilities and relatively good locations.}'},rat4,,rat4,,rat5,,rat3,,,,rat4,,rat3,,rat4,,rat3,
Student Reviewer,24 Feb 15,English,rat5,{'Tell us about your overall university experience so far.': 'Awesome! I love the research opportunities here I feel really incentivised about it all. Accommodation is amazing and I love the pubs in the local area. Academic support is good.'},rat4,,rat5,,rat4,,rat3,,,,rat4,,rat5,,rat4,,rat4,
Student Reviewer,24 Feb 15,Law,rat4,{'Tell us about your overall university experience so far.': 'I hope the job prospects are quite good. Tutors and people here are generallly great. College on site and heated flooring in teh accomodation is good.'},rat4,,rat5,,rat5,,rat3,,,,rat3,,rat5,,rat5,,rat4,
Student Reviewer,24 Feb 15,English,rat4,{'Tell us about your overall university experience so far.': 'Academia sucks. There is never anything going on at the students union. City life is good best thing about it is the coffee.'},rat1,,rat5,,rat3,,rat4,,,,rat1,,rat3,,rat3,,rat4,
Student Reviewer,24 Feb 15,English,rat5,{'Tell us about your overall university experience so far.': 'Full services thorugh both university and college. lots of important poliltics coming through for women.'},rat5,,rat5,,rat5,,rat5,,,,rat5,,rat5,,rat5,,rat3,
Student Reviewer,24 Feb 15,Economics,rat5,"{'Tell us about your overall university experience so far.': ""Particulary enjoy the Polish Society. City life is better than I expected. The best student accomodation which I've lived in since living in the UK.""}",rat5,,rat4,,rat4,,rat4,,,,rat1,,rat5,,rat4,,rat4,
Student Reviewer,24 Feb 15,Economics for Development MSc,rat5,{'Tell us about your overall university experience so far.': 'Love rowing. love being here because of my classmates. challenging course but awesome. Students union is ok.'},rat5,,rat5,,rat5,,rat5,,,,rat4,,rat3,,rat3,,rat5,
Student Reviewer,24 Feb 15,Economics for Development MSc,rat5,"{'Tell us about your overall university experience so far.': ""Students union needs to be seriously re thought - otherwise i'm very happy with other services and the course in general.""}",rat4,,rat5,,rat4,,rat5,,,,rat1,,rat5,,rat4,,rat4,
Student Reviewer,24 Feb 15,Economics for Development MSc,rat5,{'Tell us about your overall university experience so far.': 'City life is great size for cycling - love to explore the parks and visit pubs in the area. Accomodation is nice but very expensive.'},rat5,,rat5,,rat5,,rat5,,,,rat3,,rat4,,rat5,,rat5,
Student Reviewer,24 Feb 15,Chinese Studies,rat5,"{'Tell us about your overall university experience so far.': ""I like to people watch in the city. I go to coffee shops, cafes, any kind of restaurant and hang out place to watch people go by. I think job prospects are good here - I mean come on, it's Oxford University for goodness sake..!""}",rat5,,rat5,,rat4,,rat5,,,,rat4,,rat4,,rat2,,rat5,
Student Reviewer,24 Feb 15,Vetinary Doctoral,rat2,{'Tell us about your overall university experience so far.': 'At oxford it was awful. No student housing for visiting students!!! Warm water - warm buildings. No clubs or societies that I wanted to join and I didnt liook into the Students union really.'},rat3,,rat3,,rat3,,rat3,,,,rat3,,rat1,,rat3,,rat3,
Student Reviewer,24 Feb 15,Organic Chemistry,rat5,{'Tell us about your overall university experience so far.': 'I get to have the freeom to do what I want which is why I love the way the course and lecturers work. Accomodation is functional but nothing special. Students union does nothing - needs to be re-thought.'},rat5,,rat5,,rat5,,rat4,,,,rat1,,rat1,,rat4,,rat5,
Student Reviewer,24 Feb 15,English,rat5,{'Tell us about your overall university experience so far.': 'I really love the other students. I cant wait to see them every time I leave my flat in the morning. The support services are fine - as is the students union. Accommodation is fine also.'},rat5,,rat5,,rat5,,rat4,,,,rat4,,rat4,,rat5,,rat5,
Student Reviewer,24 Feb 15,Russian and East European Studies,rat4,{'Tell us about your overall university experience so far.': 'Excellent qualityh of teaching and variety of extracurricular activities. Potentially claustrophoic at times though. Quality of teaching and content of courses are amazing.'},rat5,,rat5,,rat4,,rat4,,,,rat3,,rat5,,rat3,,rat4,
Student Reviewer,24 Feb 15,Contemporary India MSc,rat5,{'Tell us about your overall university experience so far.': 'The students union is too expensive and is elitist. I like the quality of delivery in the classes and find the accommdation very good indeed. CIty life is good - love going to cafes and such things.'},rat5,,rat5,,rat5,,rat5,,,,rat1,,rat5,,rat5,,rat5,
Student Reviewer,24 Feb 15,Fine Art BFA (Hons),rat4,{'Tell us about your overall university experience so far.': 'Great course. Great contract time in the classes and the tutors are really great. The Accommodation is brilliant and really clear. I am a big fan of the job prospects after I leave.'},rat5,,rat5,,rat4,,rat3,,,,rat3,,rat4,,rat3,,rat4,
Student Reviewer,24 Feb 15,History,rat5,{'Tell us about your overall university experience so far.': 'Good. Stressful but rewarding. Tutorials are good and accommodation is fairly good value also. Libaries are good too.'},rat4,,rat4,,rat5,,rat4,,,,rat4,,rat4,,rat5,,rat4,
Student Reviewer,24 Feb 15,Experimental Psychology BA (Hons),rat4,{'Tell us about your overall university experience so far.': 'Great University and intersting people all the resource in the world are availble. I am very happy with the job prospects available to me after i graduate. Not so impressed with the students union.'},rat5,,rat4,,rat4,,rat4,,,,rat2,,rat4,,rat3,,rat3,
Student Reviewer,24 Feb 15,History,rat4,"{'Tell us about your overall university experience so far.': ""THe tutorials are great. It's chjeap and has walls (regarding hte accommodation) so therefore I am happy with it. Clubs and societies are history language and industry magazine.""}",rat4,,rat4,,rat3,,rat2,,,,rat1,,rat5,,rat5,,rat4,
Student Reviewer,24 Feb 15,Archeology and Anthropology,rat4,"{'Tell us about your overall university experience so far.': ""I like the choice offering with the course and lecturers so I'm very happy in this sphere. I however am not overly pleased with the support services.""}",rat4,,rat4,,rat5,,rat2,,,,rat3,,rat4,,rat4,,rat4,
Student Reviewer,24 Feb 15,English,rat4,"{'Tell us about your overall university experience so far.': ""Job prospects - how easy do YOU think it will be…… I think overall it's fab and that this survey is also fab.""}",rat5,,rat4,,rat3,,rat3,,,,rat1,,rat4,,rat4,,rat3,
Student Reviewer,24 Feb 15,Engineering,rat4,"{'Tell us about your overall university experience so far.': ""Good although there is far too much pressure put on me regarding the studing side of life. I'd love to have more opportunity to relax and explore the local area.""}",rat5,,rat4,,rat4,,rat4,,,,rat2,,rat5,,rat4,,rat4,
Student Reviewer,24 Feb 15,History,rat4,{'Tell us about your overall university experience so far.': 'Generally very good. Well taught and friendly too. It is really cheap but has no kitchen or ensuite and is very old (accommodation).'},rat3,,rat4,,rat3,,rat5,,,,rat1,,rat4,,rat5,,rat4,
Student Reviewer,24 Feb 15,Languages,rat5,{'Tell us about your overall university experience so far.': 'Nothing like it in the world. The richest learning experience available. Tutorials are great. Excellent cleaning service and comfortable furnishings.'},rat5,,rat5,,rat5,,rat5,,,,rat5,,rat5,,rat3,,rat4,
Student Reviewer,24 Feb 15,English Language and Literature BA (Hons),rat5,"{'Tell us about your overall university experience so far.': 'Challenging, thought provoking and a great experience overall and all round. I feel very glad to have had the opportunity to attend this college.'}",rat5,,rat5,,rat4,,rat3,,,,rat4,,rat2,,rat5,,rat5,
Student Reviewer,24 Feb 15,Mathematics,rat5,{'Tell us about your overall university experience so far.': 'Studying my subject at a faster pdg and more fundatmetally that at that end. The students union isnt very good. Needs improvement.'},rat4,,rat4,,rat4,,rat5,,,,rat2,,rat4,,rat4,,rat4,
Student Reviewer,24 Feb 15,Law,rat4,{'Tell us about your overall university experience so far.': 'I got a job straight after graduating in my chosen field. The opportunity to learn independently with support as needed was much appreciated. The gigs and city life were awesome.'},rat5,,rat5,,rat4,,rat4,,,,rat1,,rat4,,rat4,,rat5,
Student Reviewer,24 Feb 15,"Philosophy, Politics and Economics BA (Hons)",rat4,{'Tell us about your overall university experience so far.': 'Amazing but such hard work and busy! Personally exhausted!! The course is amazing in they make you learn so much in such depth with some of the best minds in the world.'},rat5,,rat4,,rat5,,rat4,,,,rat3,,rat3,,rat3,,rat5,
Student Reviewer,24 Feb 15,Economics,rat4,{'Tell us about your overall university experience so far.': 'The students union is pretentious. Love the gyms a lot of libraries and I like the clubs and societies. I understand teh support services.'},rat5,,rat4,,rat4,,rat3,,,,rat4,,rat3,,rat3,,rat4,
Student Reviewer,24 Feb 15,Mathematics,rat4,"{'Tell us about your overall university experience so far.': ""Great student life but syllabus could be brought into 21st century soon! I'd like to say how awesome the accommodation is - good job.""}",rat5,,rat4,,rat5,,rat4,,,,rat3,,rat4,,rat4,,rat5,
Student Reviewer,24 Feb 15,Classics,rat5,{'Tell us about your overall university experience so far.': 'Excellent academic and job prospects along with leraning expertise stressful exam system though.'},rat5,,rat5,,rat4,,rat4,,,,rat4,,rat4,,rat5,,rat5,
Student Reviewer,24 Feb 15,French and Spanish BA (Hons),rat4,"{'Tell us about your overall university experience so far.': 'Love it here! I love the independent nature of study. Accommodation is pretty good, showers could be better. Facilities are okay. Could be warmer inside.'}",rat4,,rat4,,rat4,,rat5,,,,rat4,,rat4,,rat4,,rat4,
Student Reviewer,24 Feb 15,Psychology and Philosohpy,rat5,"{'Tell us about your overall university experience so far.': 'Great city, a very intensive experience during term time. Love the city life here. five out of five. dont know much about the students union though.'}",rat5,,rat5,,rat4,,rat4,,,,rat4,,rat3,,rat3,,rat5,
Student Reviewer,24 Feb 15,"Philosophy, Politics and Economics BA (Hons)",rat5,{'Tell us about your overall university experience so far.': 'Amazing experience so far. Great libraries. Love the accommodation-made lots of friends.'},rat5,,rat5,,rat5,,rat4,,,,rat3,,rat5,,rat5,,rat5,
Student Reviewer,24 Feb 15,English,rat4,"{'Tell us about your overall university experience so far.': ""Job prospects - how easy do YOU think it will be…… I think overall it's fab and that this survey is also fab.""}",rat3,,rat4,,rat4,,rat3,,,,rat3,,rat3,,rat4,,rat4,
Student Reviewer,24 Feb 15,Classics,rat4,{'Tell us about your overall university experience so far.': 'Good. Stressful but rewarding. Tutorials are good and accommodation is fairly good value also. Libaries are good too.'},rat4,,rat5,,rat3,,rat5,,,,rat2,,rat3,,rat4,,rat4,
Student Reviewer,24 Feb 15,PPE,rat4,{'Tell us about your overall university experience so far.': 'Generally very good. Well taught and friendly too. It is really cheap but has no kitchen or ensuite and is very old (accommodation).'},rat3,,rat4,,rat2,,rat3,,,,rat3,,rat5,,rat4,,rat3,
Student Reviewer,24 Feb 15,English,rat5,"{'Tell us about your overall university experience so far.': ""THe tutorials are great. It's chjeap and has walls (regarding hte accommodation) so therefore I am happy with it. Clubs and societies are history language and industry magazine.""}",rat5,,rat5,,rat3,,rat3,,,,rat3,,rat1,,rat5,,rat5,
Student Reviewer,24 Feb 15,Theology,rat4,{'Tell us about your overall university experience so far.': 'Great University and intersting people all the resource in the world are availble. I am very happy with the job prospects available to me after i graduate. Not so impressed with the students union.'},rat4,,rat4,,rat4,,rat5,,,,rat3,,rat3,,rat5,,rat5,
Student Reviewer,24 Feb 15,Geography BA (Hons),rat5,{'Tell us about your overall university experience so far.': 'Great libraries and I am happy with the course and lecturers. Accommodation is very good and i like the clubs and societies.'},rat4,,rat4,,rat4,,rat5,,,,rat1,,rat4,,rat4,,rat4,
Student Reviewer,24 Feb 15,PPE,rat4,{'Tell us about your overall university experience so far.': 'I love it here. The independent nature of study particularly appeals to me with this. The city life is good i go to coffee shops and write letters often.'},rat4,,rat4,,rat4,,rat4,,,,rat4,,rat5,,rat4,,rat4,
Student Reviewer,24 Feb 15,Law,rat5,{'Tell us about your overall university experience so far.': 'Excellent academic and job prospects along with leraning expertise stressful exam system though.'},rat5,,rat5,,rat4,,rat3,,,,rat3,,rat2,,rat4,,rat4,
Student Reviewer,24 Feb 15,Classics,rat5,"{'Tell us about your overall university experience so far.': 'Love it here! I love the independent nature of study. Accommodation is pretty good, showers could be better. Facilities are okay. Could be warmer inside.'}",rat2,,rat5,,rat5,,rat3,,,,rat3,,rat3,,rat5,,rat3,
Student Reviewer,24 Feb 15,Law,rat4,{'Tell us about your overall university experience so far.': 'The students union is not very good. Job prospects however I feel are very high being such a prestigious place to have a qualificaiton from. Great facilities on site.'},rat5,,rat4,,rat5,,rat4,,,,rat2,,rat4,,rat4,,rat4,
Student Reviewer,24 Feb 15,English Language and Literature BA (Hons),rat2,{'Tell us about your overall university experience so far.': 'Very good - intellectually stimulating and very social. Rather stressful at points though. Would say it has been a thoroughly enjoyable experience all round.'},rat2,,rat2,,rat2,,rat4,,,,rat2,,rat3,,rat1,,rat2,
Student Reviewer,24 Feb 15,Experimental Psychology BA (Hons),rat4,"{'Tell us about your overall university experience so far.': 'Great uni, interesting people, all the resources in the world. Really enjoying my course. Inspiring lecturers and variety of modules.'}",rat5,,rat4,,rat4,,rat4,,,,rat2,,rat4,,rat3,,rat3,
Student Reviewer,24 Feb 15,History and French BA (Hons),rat5,"{'Tell us about your overall university experience so far.': 'Really enjoying my university experience. Great accommodation. I have an ensuite and a big, warm room.'}",rat4,,rat5,,rat4,,rat4,,,,rat3,,rat5,,rat4,,rat4,
